# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2024-09-23 12:00:00,AL972024,0.0,2024-09-23 12:00:00,0 days 00:00:00,17.2,-81.7,1004.0,30.0,185.1999325872245,,,,,,,,,,,,
2024-09-23 12:00:00,EP102024,0.0,2024-09-23 12:00:00,0 days 00:00:00,14.6,-98.4,992.0,60.0,37.03998651744491,74.07997303488982,55.55997977616736,55.55997977616736,55.55997977616736,37.03998651744491,0.0,0.0,0.0,,,,
2024-09-23 12:00:00,EP102024,0.0,2024-09-23 18:00:00,0 days 06:00:00,15.21,-98.48,983.5,66.2,19.151708602905277,104.92323303222656,98.457763671875,80.23431396484375,84.9419174194336,37.896446228027344,31.97995948791504,22.633886337280277,30.127172470092773,5.055135250091553,3.385343313217163,2.218746423721313,4.15474796295166
2024-09-23 12:00:00,EP102024,0.0,2024-09-24 00:00:00,0 days 12:00:00,15.61,-98.59,968.4,90.7,24.222488403320312,116.65591430664062,110.75572204589844,89.75524139404297,98.10445404052734,49.568355560302734,44.23016357421875,37.986324310302734,44.01153945922852,30.187253952026367,27.60654067993164,23.31203269958496,27.057588577270508
2024-09-23 12:00:00,EP102024,0.0,2024-09-24 06:00:00,0 days 18:00:00,15.97,-98.81,971.2,86.8,42.901954650878906,105.29490661621094,97.4082260131836,80.26592254638672,85.62545776367188,47.515132904052734,43.23747634887695,36.42007446289063,40.752235412597656,23.297266006469727,21.184545516967773,18.29808616638184,20.967578887939453
2024-09-23 12:00:00,EP102024,0.0,2024-09-24 12:00:00,1 days 00:00:00,16.44,-98.84,991.9,54.3,72.03837585449219,37.10676574707031,32.27853012084961,18.692472457885746,26.96821594238281,4.0592451095581055,4.934880256652832,5.135767459869385,3.109471559524536,1.4179881811141968,1.8307470083236692,2.206071615219116,1.462988257408142
2024-09-23 12:00:00,EP102024,0.0,2024-09-24 18:00:00,1 days 06:00:00,16.64,-99.79,992.4,51.3,44.3997688293457,67.7264404296875,54.65682601928711,36.54824447631836,52.70685958862305,19.459199905395508,15.656668663024902,10.955803871154783,15.350022315979004,1.2077667713165283,0.4090562760829925,0.0062450859695672,0.9307683706283568
2024-09-23 12:00:00,EP102024,0.0,2024-09-25 00:00:00,1 days 12:00:00,16.18,-100.53,998.9,38.5,51.33024215698242,118.43820190429688,115.67428588867188,102.60231018066406,102.34772491455078,0.0,0.2426125109195709,0.290186733007431,0.0667706355452537,0.0458700284361839,0.2984875440597534,0.5387821793556213,0.0489558242261409
2024-09-23 12:00:00,EP102024,0.0,2024-09-25 06:00:00,1 days 18:00:00,16.48,-101.3,999.1,37.0,74.66577911376953,8.126897811889648,6.966045379638672,0.7940875887870789,3.9831907749176025,0.0,0.0,0.0,0.0,0.2308928221464157,0.446524441242218,0.6261270642280579,0.29161337018013
2024-09-23 12:00:00,EP102024,0.0,2024-09-25 12:00:00,2 days 00:00:00,16.21,-101.66,1000.0,37.6,89.71355438232422,38.0760498046875,30.155498504638672,14.236382484436035,27.66781044006348,3.5908725261688232,3.5651865005493164,2.7573728561401367,2.4134867191314697,0.2069956809282302,0.3514911830425262,0.7528560757637024,0.278220534324646
2024-09-23 12:00:00,EP102024,0.0,2024-09-25 18:00:00,2 days 06:00:00,16.47,-102.12,992.8,51.6,46.93190383911133,106.90907287597656,91.70772552490234,62.25614547729492,81.67269897460938,21.78523063659668,18.56572723388672,13.321748733520508,16.481609344482422,0.3023939728736877,0.2887017130851745,0.0053096138872206,0.3452886044979095
2024-09-23 12:00:00,EP102024,0.0,2024-09-26 00:00:00,2 days 12:00:00,16.51,-102.07,986.1,60.7,43.92071914672852,235.77114868164065,224.08908081054688,202.57472229003903,209.96392822265625,77.09597778320312,70.34534454345703,58.32439041137695,67.87155151367188,31.578975677490234,29.067930221557617,24.19317626953125,27.32858657836914
2024-09-23 12:00:00,EP102024,0.0,2024-09-26 06:00:00,2 days 18:00:00,17.09,-102.09,983.3,67.3,31.86951065063477,143.2396240234375,136.80091857910156,105.84808349609376,123.03170013427734,58.90462875366211,53.21141052246094,43.1113395690918,49.46803665161133,24.46854782104492,22.38196182250977,18.64969062805176,21.205965042114254
2024-09-23 12:00:00,EP102024,0.0,2024-09-26 12:00:00,3 days 00:00:00,17.93,-102.54,986.2,61.1,38.76244735717773,99.3636703491211,89.1855697631836,65.07264709472656,79.07811737060547,37.03643798828125,33.04390335083008,24.748809814453125,31.2315673828125,11.052276611328123,9.430761337280272,7.877935409545898,9.39980411529541
2024-09-23 12:00:00,EP102024,0.0,2024-09-26 18:00:00,3 days 06:00:00,18.92,-103.02,992.4,51.8,60.60448455810547,81.71792602539062,74.49929809570312,52.9731674194336,63.54777526855469,25.734434127807617,23.11471939086914,16.77155303955078,21.589229583740234,5.482666492462158,4.660001754760742,3.611472129821777,4.688756942749023
2024-09-23 12:00:00,EP102024,0.0,2024-09-27 00:00:00,3 days 12:00:00,18.65,-103.66,999.9,35.0,63.63154983520508,79.8391342163086,79.8160629272461,76.17890167236328,69.19293212890625,0.0,0.0,0.2183037251234054,0.0,0.0,0.1623730659484863,0.4902133345603943,0.0600224509835243
2024-09-23 12:00:00,EP102024,0.0,2024-09-27 06:00:00,3 days 18:00:00,19.1,-103.9,1002.8,30.4,90.80603790283205,6.769511699676514,3.456217050552368,2.4343607425689697,2.7553975582122803,0.0,0.0,0.0289179217070341,0.0,0.0,0.4426039159297943,0.9696066975593568,0.2950357496738434
2024-09-23 12:00:00,EP102024,0.0,2024-09-27 12:00:00,4 days 00:00:00,18.3,-103.76,1004.0,29.2,96.42616271972656,8.775849342346191,5.8792338371276855,2.6321768760681152,6.331793785095215,0.0,0.0,0.1508347243070602,0.0,0.03941510617733,0.3382196426391601,0.5484676957130432,0.1447398364543914
2024-09-23 12:00:00,EP102024,0.0,2024-09-27 18:00:00,4 days 06:00:00,18.17,-103.42,1003.7,29.7,108.3167495727539,4.6244425773620605,3.623141288757324,2.5233407020568848,4.65645170211792,0.0,0.0,0.3197696506977081,0.2523568272590637,0.0443191677331924,0.0050468621775507,0.0768764391541481,0.1146017685532569
2024-09-23 12:00:00,AL972024,1.0,2024-09-23 12:00:00,0 days 00:00:00,17.2,-81.7,1004.0,30.0,185.1999325872245,,,,,,,,,,,,
2024-09-23 12:00:00,AL972024,1.0,2024-09-23 18:00:00,0 days 06:00:00,17.46,-82.4,1005.5,25.2,151.3358612060547,0.7676333785057068,1.614877462387085,0.0,0.0,0.0,0.0,0.0712456852197647,0.0,0.030453473329544,0.0300198625773191,0.0852838307619094,0.0
2024-09-23 12:00:00,AL972024,1.0,2024-09-24 00:00:00,0 days 12:00:00,17.45,-82.61,1002.2,31.4,121.63663482666016,66.8633804321289,67.42887878417969,64.25020599365234,59.93565368652344,0.0,0.0,0.0,0.0,0.1238907873630523,0.0,0.0,0.1048301681876182
2024-09-23 12:00:00,AL972024,1.0,2024-09-24 06:00:00,0 days 18:00:00,18.01,-82.52,999.2,38.9,119.1539077758789,117.0018081665039,111.1204071044922,96.31131744384766,99.16748046875,0.0,0.0,0.0,0.0,0.1365417838096618,0.0,0.0,0.0896569117903709
2024-09-23 12:00:00,AL972024,1.0,2024-09-24 12:00:00,1 days 00:00:00,18.62,-82.82,997.1,39.8,67.68216705322266,5.345831394195557,2.313792943954468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23 12:00:00,AL972024,1.0,2024-09-24 18:00:00,1 days 06:00:00,19.05,-83.79,995.5,48.8,54.85896301269531,132.5530242919922,108.6835479736328,66.98707580566406,99.93475341796876,11.98923397064209,9.205265045166016,5.193262100219727,8.190271377563477,0.0476581826806068,0.0616843029856681,0.0,0.098699189722538
2024-09-23 12:00:00,AL972024,1.0,2024-09-25 00:00:00,1 days 12:00:00,19.79,-84.5,994.9,48.4,69.75402069091797,204.76779174804688,185.6080322265625,140.5859832763672,166.96343994140625,3.035045862197876,0.9935302734375,0.0,1.0443323850631714,0.0248337779194116,0.0,0.0138934515416622,0.0430771596729755
2024-09-23 12:00:00,AL972024,1.0,2024-09-25 06:00:00,1 days 18:00:00,20.61,-85.57,990.0,54.6,51.86323547363281,88.27326965332031,68.32366180419922,30.773496627807617,59.648197174072266,16.271339416503906,12.009723663330078,6.36343240737915,10.5563383102417,0.1502958685159683,0.0,0.0,0.0269242897629737
2024-09-23 12:00:00,AL972024,1.0,2024-09-25 12:00:00,2 days 00:00:00,21.44,-86.3,986.6,60.7,50.46160125732422,217.04193115234372,190.03196716308597,140.79241943359375,177.49925231933594,108.01524353027344,96.6710968017578,73.55126190185547,89.67273712158203,37.697052001953125,32.20945358276367,25.659120559692383,30.860584259033203
2024-09-23 12:00:00,AL972024,1.0,2024-09-25 18:00:00,2 days 06:00:00,22.28,-86.83,985.6,60.3,39.648170471191406,191.6766357421875,167.56423950195312,129.26422119140625,155.7642364501953,86.6451644897461,77.5903549194336,58.02220153808594,71.33599853515625,21.37681007385254,17.693002700805664,13.82501983642578,17.224245071411133
2024-09-23 12:00:00,AL972024,1.0,2024-09-26 00:00:00,2 days 12:00:00,23.25,-87.08,984.6,59.9,55.4056282043457,173.3624267578125,156.71356201171875,103.66497039794922,128.71157836914062,53.13554000854492,48.09642028808594,33.05702590942383,38.539737701416016,1.0878170728683472,0.4574880599975586,0.0,0.0
